Area Code (M49),Area,Item,Element,Unit,Year,value,Sub-region Name,Food loss percentage,Efficiency Group,Efficiency_Ratio
203,Czechia,Herbicides – Urea derivates,Agricultural Use,t,2016,179.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",1.87042842215256
203,Czechia,Herbicides – Sulfonyl ureas,Agricultural Use,t,2016,19.0,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.19853709508881923
203,Czechia,Herbicides – Bipiridils,Agricultural Use,t,2016,32.0,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.3343782654127482
203,Czechia,Herbicides – Uracil,Agricultural Use,t,2016,4.0,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.04179728317659352
203,Czechia,Herbicides - nes,Agricultural Use,t,2016,1561.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",16.311389759665623
203,Czechia,Fungicides and Bactericides,Agricultural Use,t,2016,1785.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",18.652037617554857
203,Czechia,Fung & Bact – Inorganics,Agricultural Use,t,2016,381.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",3.9811912225705326
203,Czechia,Fung & Bact – Dithiocarbamates,Agricultural Use,t,2016,208.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",2.173458725182863
203,Czechia,Fung & Bact – Benzimidazoles,Agricultural Use,t,2016,73.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",0.7628004179728317
203,Czechia,"Fung & Bact – Triazoles, diazoles",Agricultural Use,t,2016,376.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",3.928944618599791
203,Czechia,"Fung & Bact – Diazines, morpholines",Agricultural Use,t,2016,41.0,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.4284221525600836
203,Czechia,Fung & Bact - nes,Agricultural Use,t,2016,707.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",7.387669801462905
203,Czechia,Plant Growth Regulators,Agricultural Use,t,2016,498.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",5.2037617554858935
203,Czechia,Rodenticides,Agricultural Use,t,2016,9.0,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.09404388714733541
203,Czechia,Other Pesticides nes,Agricultural Use,t,2016,370.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",3.8662486938349008
208,Denmark,Pesticides (total),Agricultural Use,t,2016,2587.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",28.68070953436807
208,Denmark,Pesticides (total),Use per area of cropland,kg/ha,2016,1.08,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.01197339246119734
208,Denmark,Pesticides (total),Use per capita,kg/cap,2016,0.45,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.004988913525498891
208,Denmark,Pesticides (total),Use per value of agricultural production,g/Int$,2016,0.27,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.002993348115299335
208,Denmark,Insecticides,Agricultural Use,t,2016,70.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",0.7760532150776053
208,Denmark,Insecticides – Carbamates,Agricultural Use,t,2016,2.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.022172949002217293
208,Denmark,Insecticides – Pyrethroids,Agricultural Use,t,2016,12.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.13303769401330376
208,Denmark,Insecticides - nes,Agricultural Use,t,2016,55.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.6097560975609756
208,Denmark,Herbicides,Agricultural Use,t,2016,1914.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",21.21951219512195
208,Denmark,Herbicides – Phenoxy hormone products,Agricultural Use,t,2016,38.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.4212860310421286
208,Denmark,Herbicides – Triazines,Agricultural Use,t,2016,32.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.3547671840354767
208,Denmark,Herbicides – Amides,Agricultural Use,t,2016,106.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",1.1751662971175165
208,Denmark,Herbicides – Carbamates,Agricultural Use,t,2016,28.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.31042128603104213
208,Denmark,Herbicides – Dinitroanilines,Agricultural Use,t,2016,34.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.376940133037694
208,Denmark,Herbicides – Sulfonyl ureas,Agricultural Use,t,2016,10.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.11086474501108647
208,Denmark,Herbicides – Bipiridils,Agricultural Use,t,2016,13.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.1441241685144124
208,Denmark,Herbicides - nes,Agricultural Use,t,2016,1653.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",18.325942350332593
208,Denmark,Fungicides and Bactericides,Agricultural Use,t,2016,407.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",4.512195121951219
208,Denmark,Fung & Bact – Inorganics,Agricultural Use,t,2016,3.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.03325942350332594
208,Denmark,Fung & Bact – Dithiocarbamates,Agricultural Use,t,2016,11.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.12195121951219512
208,Denmark,"Fung & Bact – Triazoles, diazoles",Agricultural Use,t,2016,202.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",2.2394678492239466
208,Denmark,"Fung & Bact – Diazines, morpholines",Agricultural Use,t,2016,2.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.022172949002217293
208,Denmark,Fung & Bact - nes,Agricultural Use,t,2016,188.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",2.0842572062084255
208,Denmark,Plant Growth Regulators,Agricultural Use,t,2016,188.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",2.0842572062084255
208,Denmark,Rodenticides,Agricultural Use,t,2016,2.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.022172949002217293
208,Denmark,Other Pesticides nes,Agricultural Use,t,2016,8.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.08869179600886917
233,Estonia,Pesticides (total),Agricultural Use,t,2016,714.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",7.915742793791574
233,Estonia,Pesticides (total),Use per area of cropland,kg/ha,2016,1.02,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.01130820399113082
233,Estonia,Pesticides (total),Use per capita,kg/cap,2016,0.54,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.00598669623059867
233,Estonia,Pesticides (total),Use per value of agricultural production,g/Int$,2016,0.81,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.008980044345898004
233,Estonia,Insecticides,Agricultural Use,t,2016,1.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.011086474501108647
233,Estonia,Insecticides – Organo-phosphates,Agricultural Use,t,2016,19.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.2106430155210643
233,Estonia,Insecticides – Pyrethroids,Agricultural Use,t,2016,3.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.03325942350332594
233,Estonia,Insecticides - nes,Agricultural Use,t,2016,1.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.011086474501108647
233,Estonia,Herbicides,Agricultural Use,t,2016,604.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",6.696230598669623
233,Estonia,Herbicides – Triazines,Agricultural Use,t,2016,2.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.022172949002217293
233,Estonia,Herbicides – Amides,Agricultural Use,t,2016,46.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.5099778270509978
233,Estonia,Herbicides – Dinitroanilines,Agricultural Use,t,2016,9.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.09977827050997783
233,Estonia,Herbicides – Urea derivates,Agricultural Use,t,2016,6.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.06651884700665188
233,Estonia,Herbicides – Bipiridils,Agricultural Use,t,2016,10.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.11086474501108647
233,Estonia,Herbicides - nes,Agricultural Use,t,2016,465.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",5.155210643015521
233,Estonia,Fungicides and Bactericides,Agricultural Use,t,2016,104.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",1.1529933481152992
233,Estonia,Fung & Bact - nes,Agricultural Use,t,2016,3.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.03325942350332594
233,Estonia,Other Pesticides nes,Agricultural Use,t,2016,4.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.044345898004434586
234,Faroe Islands,Pesticides (total),Agricultural Use,t,2016,21.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.2328159645232816
234,Faroe Islands,Pesticides (total),Use per capita,kg/cap,2016,0.43,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.004767184035476718
234,Faroe Islands,Pesticides (total),Use per value of agricultural production,g/Int$,2016,3.35,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.03713968957871397
234,Faroe Islands,Insecticides,Agricultural Use,t,2016,2.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.022172949002217293
234,Faroe Islands,Herbicides,Agricultural Use,t,2016,1.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.011086474501108647
234,Faroe Islands,Fungicides and Bactericides,Agricultural Use,t,2016,1.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.011086474501108647
234,Faroe Islands,Other Pesticides nes,Agricultural Use,t,2016,17.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.188470066518847
246,Finland,Pesticides (total),Agricultural Use,t,2016,4592.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",50.90909090909091
246,Finland,Pesticides (total),Use per area of cropland,kg/ha,2016,2.04,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.02261640798226164
246,Finland,Pesticides (total),Use per capita,kg/cap,2016,0.84,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.009312638580931263
246,Finland,Pesticides (total),Use per value of agricultural production,g/Int$,2016,1.45,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.01607538802660754
246,Finland,Insecticides,Agricultural Use,t,2016,20.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.22172949002217293
246,Finland,Insecticides – Pyrethroids,Agricultural Use,t,2016,3.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.03325942350332594
246,Finland,Insecticides - nes,Agricultural Use,t,2016,1.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.011086474501108647
246,Finland,Herbicides,Agricultural Use,t,2016,1264.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",14.01330376940133
246,Finland,Herbicides – Phenoxy hormone products,Agricultural Use,t,2016,279.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",3.0931263858093128
246,Finland,Herbicides – Triazines,Agricultural Use,t,2016,33.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.36585365853658536
246,Finland,Herbicides – Amides,Agricultural Use,t,2016,5.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.05543237250554323
246,Finland,Herbicides – Sulfonyl ureas,Agricultural Use,t,2016,10.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.11086474501108647
246,Finland,Herbicides - nes,Agricultural Use,t,2016,924.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",10.24390243902439
246,Finland,Fungicides and Bactericides,Agricultural Use,t,2016,3212.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",35.609756097560975
246,Finland,Fung & Bact – Benzimidazoles,Agricultural Use,t,2016,1.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.011086474501108647
246,Finland,"Fung & Bact – Triazoles, diazoles",Agricultural Use,t,2016,66.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",0.7317073170731707
246,Finland,"Fung & Bact – Diazines, morpholines",Agricultural Use,t,2016,1.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.011086474501108647
246,Finland,Fung & Bact - nes,Agricultural Use,t,2016,3090.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",34.25720620842572
246,Finland,Plant Growth Regulators,Agricultural Use,t,2016,79.0,northern europe,9.8,"Efficient (High pesticide, Low loss)",0.8758314855875832
246,Finland,Other Pesticides nes,Agricultural Use,t,2016,16.0,northern europe,9.8,"Hidden Gems (Low pesticide, Low loss)",0.17738359201773835
250,France,Pesticides (total),Agricultural Use,t,2016,72076.0,western europe,6.2,"Efficient (High pesticide, Low loss)",768.4008528784649
250,France,Pesticides (total),Use per area of cropland,kg/ha,2016,3.73,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.03976545842217484
250,France,Pesticides (total),Use per capita,kg/cap,2016,1.11,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.011833688699360342
250,France,Pesticides (total),Use per value of agricultural production,g/Int$,2016,1.28,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.013646055437100214
250,France,Insecticides,Agricultural Use,t,2016,6280.0,western europe,6.2,"Efficient (High pesticide, Low loss)",66.95095948827293
250,France,Insecticides – Organo-phosphates,Agricultural Use,t,2016,336.0,western europe,6.2,"Efficient (High pesticide, Low loss)",3.582089552238806
250,France,Insecticides – Carbamates,Agricultural Use,t,2016,52.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.5543710021321961
250,France,Insecticides – Pyrethroids,Agricultural Use,t,2016,302.0,western europe,6.2,"Efficient (High pesticide, Low loss)",3.2196162046908317
250,France,Insecticides - Biopesticides,Agricultural Use,t,2016,1.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.010660980810234541
250,France,Insecticides - nes,Agricultural Use,t,2016,3785.0,western europe,6.2,"Efficient (High pesticide, Low loss)",40.35181236673774
250,France,Herbicides,Agricultural Use,t,2016,30156.0,western europe,6.2,"Efficient (High pesticide, Low loss)",321.4925373134328
250,France,Herbicides – Phenoxy hormone products,Agricultural Use,t,2016,1437.0,western europe,6.2,"Efficient (High pesticide, Low loss)",15.319829424307036
250,France,Herbicides – Triazines,Agricultural Use,t,2016,575.0,western europe,6.2,"Efficient (High pesticide, Low loss)",6.130063965884862
250,France,Herbicides – Amides,Agricultural Use,t,2016,5966.0,western europe,6.2,"Efficient (High pesticide, Low loss)",63.60341151385928
250,France,Herbicides – Carbamates,Agricultural Use,t,2016,324.0,western europe,6.2,"Efficient (High pesticide, Low loss)",3.4541577825159915
250,France,Herbicides – Dinitroanilines,Agricultural Use,t,2016,1263.0,western europe,6.2,"Efficient (High pesticide, Low loss)",13.464818763326226
250,France,Herbicides – Urea derivates,Agricultural Use,t,2016,2767.0,western europe,6.2,"Efficient (High pesticide, Low loss)",29.498933901918978
250,France,Herbicides – Sulfonyl ureas,Agricultural Use,t,2016,190.0,western europe,6.2,"Efficient (High pesticide, Low loss)",2.025586353944563
250,France,Herbicides – Bipiridils,Agricultural Use,t,2016,104.0,western europe,6.2,"Efficient (High pesticide, Low loss)",1.1087420042643923
250,France,Herbicides – Uracil,Agricultural Use,t,2016,79.0,western europe,6.2,"Efficient (High pesticide, Low loss)",0.8422174840085288
250,France,Herbicides - nes,Agricultural Use,t,2016,17450.0,western europe,6.2,"Efficient (High pesticide, Low loss)",186.03411513859277
250,France,Fungicides and Bactericides,Agricultural Use,t,2016,31971.0,western europe,6.2,"Efficient (High pesticide, Low loss)",340.84221748400853
250,France,Fung & Bact – Inorganics,Agricultural Use,t,2016,15224.0,western europe,6.2,"Efficient (High pesticide, Low loss)",162.30277185501066
250,France,Fung & Bact – Dithiocarbamates,Agricultural Use,t,2016,4301.0,western europe,6.2,"Efficient (High pesticide, Low loss)",45.852878464818765
250,France,Fung & Bact – Benzimidazoles,Agricultural Use,t,2016,177.0,western europe,6.2,"Efficient (High pesticide, Low loss)",1.886993603411514
250,France,"Fung & Bact – Triazoles, diazoles",Agricultural Use,t,2016,2470.0,western europe,6.2,"Efficient (High pesticide, Low loss)",26.33262260127932
250,France,"Fung & Bact – Diazines, morpholines",Agricultural Use,t,2016,188.0,western europe,6.2,"Efficient (High pesticide, Low loss)",2.0042643923240937
250,France,Fung & Bact - nes,Agricultural Use,t,2016,9611.0,western europe,6.2,"Efficient (High pesticide, Low loss)",102.46268656716418
250,France,Plant Growth Regulators,Agricultural Use,t,2016,3184.0,western europe,6.2,"Efficient (High pesticide, Low loss)",33.94456289978678
